1 Sparring Partner (Set2 #77)
2 Snowcrust Yeti (Set2 #105)
1 Emerald Acolyte (Set1 #153)
1 Lifedrinker (Set1 #275)
4 Ruthless Stranger (Set1 #11)
1 Cabal Slasher (Set2 #147)
1 Friendly Wisp (Set1 #82)
4 Lightning Storm (Set1 #206)
"1 Eilyn, Queen of the Wilds (Set1 #245)"
1 Flight Lieutenant (Set1 #184)
4 Jack's Knife (Set2 #139)
1 Fencing Master (Set2 #81)
1 Xenan Augury (Set2 #209)
2 Banish (Set2 #207)
4 Seat of Order (Set0 #51)
3 Throne Warden (Set1 #514)
1 Tock Tick (Set2 #141)
4 Awakened Student (Set1 #331)
1 Psionic Savant (Set1 #360)
4 Kindle (Set1002 #2)
4 Shadowlands Guide (Set1 #280)
3 Pack Hunt (Set2 #61)
4 Cruciation (Set1002 #20)
2 Mortar (Set2 #194)
1 Vault of the Praxis (Set1 #480)
4 Assembly Line (Set1 #29)
2 Firemane Cub (Set2 #1)
2 Emerald Monument (Set1 #422)
1 Jotun Warrior (Set1 #226)
2 Renegade Valkyrie (Set1 #321)
2 Predator's Instinct (Set1 #75)
4 Seat of Progress (Set0 #58)
2 Pteriax Hatchling (Set1 #354)
3 Archive Curator (Set2 #50)
4 Silverwing Familiar (Set1 #152)
2 Ceremonial Mask (Set1 #178)
1 Disciplined Amanera (Set2 #47)
1 Ridgeline Watcher (Set2 #123)
3 Stonepowder Heretic (Set2 #29)
4 Sabotage (Set1 #252)
1 Daze (Set1 #414)
4 Shadowlands Feaster (Set1001 #10)
1 Sporefolk (Set1 #262)
4 Crownwatch Deserter (Set1 #316)
1 Treasury Guard (Set1 #505)
1 Channel the Tempest (Set1 #244)
3 Tinker (Set2 #75)
2 Praxis Stranger (Set2 #248)
1 Brash Shorthorn (Set2 #137)
4 Seat of Mystery (Set0 #61)
1 Scheme (Set1 #213)
1 Withering Witch (Set1 #368)
2 Xenan Guardian (Set1 #102)
3 Inspire (Set1 #129)
2 Icebow (Set2 #118)
4 Rapid Shot (Set1 #259)
1 Healer's Cloak (Set1 #98)
1 Lumbering Gruan (Set2 #134)
"1 Rolant, the Iron Fist (Set1 #185)"
1 Tireless Stranger (Set2 #84)
1 Paladin Oathbook (Set1 #140)
2 Mithril Mace (Set1 #171)
"1 Vara, Fate-Touched (Set1 #307)"
1 Dark Wisp (Set1 #264)
4 Xenan Banner (Set2 #201)
3 Venomfang Dagger (Set1 #263)
20 Primal Sigil (Set1 #187)
1 Extract (Set2 #155)
2 Stormcaller (Set1 #224)
2 Direfang Spider (Set1 #256)
1 Humbug (Set1 #72)
4 Rakano Outlaw (Set1 #20)
4 Quarry (Set1001 #15)
4 Watchwing Conscript (Set1002 #9)
4 Combrei Healer (Set1 #333)
1 Skyrider Vanguard (Set2 #120)
2 Awakened Sentinel (Set2 #57)
4 Seat of Vengeance (Set0 #55)
1 Brightmace Paladin (Set1 #147)
4 Crownwatch Cavalry (Set1 #169)
"4 Tavrod, Auric Broker (Set1002 #18)"
1 Mask of Torment (Set2 #212)
1 Hall of Lost Kings (Set1 #121)
1 Hearty Stranger (Set2 #104)
4 Stray into Shadow (Set1001 #9)
4 Hooru Teachings (Set1002 #12)
4 Vanquish (Set1 #143)
1 Aerialist's Khopesh (Set2 #95)
1 Safe Return (Set1 #330)
4 Stranger's Mark (Set1002 #22)
1 Strength of the Pack (Set1 #367)
2 Soul Collector (Set1 #291)
4 Loyal Watchwing (Set1 #150)
1 Twinbarrel (Set2 #16)
2 Rakano Stranger (Set1 #411)
4 Wisdom of the Elders (Set1 #218)
1 Auric Runehammer (Set1 #166)
1 Borderlands Waykeeper (Set1 #517)
2 Waystone Infuser (Set2 #63)
4 Knifejack (Set1 #257)
1 Victor's Cry (Set2 #91)
1 Piercing Grief (Set2 #143)
1 Obsidian Golem (Set1 #398)
1 Gorgon Swiftblade (Set1 #377)
4 Twinbrood Sauropod (Set1 #113)
1 Highbranch Sentry (Set2 #82)
3 Pilfer (Set1 #254)
2 Amaran Camel (Set1 #357)
4 Argenport Instigator (Set1 #268)
2 Stormcrasher (Set2 #121)
